ID,URL,CATEGORY,SENTIMENT
22,http://www.historia.ro/exclusiv_web/timp-liber/articol/prietenii-muzicii-muzeul-etnografic-al-transilvaniei,Istorie,Neutral
23,http://www.iqads.ro/articol/37934/cainele-primeste-rolul-principal-de-la-zaga-brand-si-bayer-o-oferta-de-nerefuzat,IGNORE,Neutral
24,https://www.luju.ro/culise/vorbe-de-fumoar/vorbe-de-fumoar-24-02-2017-luluta-prinsa-cu-picioarele-in-x,Monden,Negative
25,http://www.turistderomania.ro/statiuni-litoral/statiunea-neptun-olimp/,Turism & Calatorii,Positive
26,http://feedproxy.google.com/~r/retete-culinare-online/~3/7UWlf8Opnd4/somon-in-pergament,Gastronomie,Positive
27,http://legestart.ro/agentiile-de-turism-isi-vor-face-fond-de-garantare-pentru-clienti/,Legal,Neutral
28,http://www.ziare.com/international/coreea-de-nord/viata-trista-a-lui-kim-jong-nam-fratele-asasinat-al-dictatorului-din-coreea-de-nord-1455267,Politic,Negative
29,http://legestart.ro/cjue-cand-a-decis-instanta-europeana-ca-nu-este-permisa-publicitatea-comparativa/,Legal,Neutral
30,http://www.sfatulmedicului.ro/Durerea-si-inflamatia-gatului/masuri-pentru-a-trata-laringita-si-cum-poate-fi-prevenita_15920,Medical,Neutral
31,http://www.iqads.ro/articol/37932/unde-dragoste-nu-e-facem,Divertisment,Neutral
32,http://www.ziare.com/stiri/proteste/duminica-mai-e-un-protest-fata-de-starea-proasta-a-unui-drum-national-de-pamant-1455268,Politic,Negative
33,http://feedproxy.google.com/~r/retete-culinare-online/~3/qO4MmmrlEGQ/ardei-confit,Gastronomie,Positive
34,https://www.luju.ro/magistrati/dna/kovesi-trebuie-data-afara-presedintele-coalitiei-romanilor-din-sua-preotul-chris-terhes-pentru-ceea-ce-a-facut-kovesi-ar-trebui-exclusa-din-magistratura-cetateni-ai-romaniei-au-fost-anchetati-judecati-si-poate-condamnati-nu-in-baza-legii-care-trebuie-sa-f,Politic,Negative
35,http://www.campusnews.ro/stiri-stiri-14770623-studentii-romani-participat-targul-intreprinderi-simulate-viena.htm,Educatie,Neutral
36,http://www.digi24.ro/stiri/externe/mapamond/regele-saudit-pleaca-in-turneu-insotit-de-1-500-de-oameni-676703,Business,Neutral
37,https://playtech.ro/2017/malware-se-foloseste-de-semnalele-led-pentru-a-fura-date/,IT&C,Negative
38,https://republica.ro/guvernul-vrea-o-taxa-pentru-accesul-masinilor-mai-poluante-in-centrul-oraselor-daniel-constantin-zputem,Politic,Neutral
39,https://republica.ro/tutuianu-zspaima-multinationalelor-a-scos-pesedistii-in-strada-ztoata-lumea-e-azi-cu-ochii-pe-targoviste,Politic,Negative
40,https://playtech.ro/2017/cum-formatezi-textul-mesajelor-pe-whatsapp/,IT&C,Neutral
41,http://www.riseproject.ro/nicolas-maduro-laureatul-anului-pentru-coruptie/?utm_source=rss&utm_medium=rss&utm_campaign=nicolas-maduro-laureatul-anului-pentru-coruptie,Politic,Neutral
42,http://www.libertatea.ro/stiri/un-mort-si-trei-raniti-urma-unui-accident-la-iesirea-din-buzau-1755587,Social,Negative
43,http://gadget24.ro/ulefone-vienna-4g-senzor-amprenta.html,IT&C,Neutral
44,https://www.natgeo.ro/dezbateri-globale/omul-si-viata/10255-razboi-cu-stiinta,Stiinta & Tehnologie,Neutral
45,http://www.turistderomania.ro/statiuni-balneare/baile-olanesti-izvoarele-de-aur/,Turism & Calatorii,Neutral
46,http://www.libertatea.ro/monden/cu-cine-au-petrecut-madalin-ionescu-si-cristina-siscanu-de-dragobete-invitati-speciali-1755550,Monden,Positive
47,http://feedproxy.google.com/~r/retete-culinare-online/~3/y7r9nX13b-k/chutney-de-rosii,Gastronomie,Neutral
48,https://www.tabu.ro/combinatia-intre-feminin-si-relaxat-rochiile-casual/,Moda & Frumusete,Neutral
49,https://www.natgeo.ro/ng-traveler/23131-oman-recomandari-utile,Turism & Calatorii,Neutral
50,https://www.natgeo.ro/ng-traveler/23150-o-nunta-aparte-de-valentines-day-in-trang-thailanda,Arta & Traditii,Positive
51,https://playtech.ro/2017/sistem-cum-vei-arata-la-batranete/,IT&C,Neutral
52,http://www.ziare.com/sebastian-ghita/dna/cumnatul-lui-sebastian-ghita-a-fost-adus-cu-mandat-la-dna-ploiesti-1455457,Politic,Neutral
53,https://playtech.ro/2017/nokia-3310-a-fost-relansat-intr-o-varianta-moderna/,Stiinta & Tehnologie,Neutral
54,http://www.ziare.com/carmen-dan/ministru-de-interne/ministrul-de-interne-cautarea-lui-sebastian-ghita-nu-a-fost-abandonata-1455441,Politic,Neutral
55,http://www.gsp.ro/international/campionate/video-la-un-pas-de-tragedie-viata-unui-portar-a-fost-salvata-de-un-jucator-advers-dupa-o-adevarata-mostra-de-eroism-503181.html,Sport,Neutral
56,http://www.libertatea.ro/sport/fosta-gimnasta-monica-rosu-e-mai-frumoasa-ca-niciodata-1757532,Monden,Positive
57,http://www.digi24.ro/stiri/actualitate/justitie/ani-il-acuza-pe-gheorghe-falca-de-conflict-de-interese-677731,Business,Neutral
58,http://www.libertatea.ro/stiri/gheorghe-falca-este-acuzat-de-conflict-de-interese-1757531,Business,Neutral
59,https://www.natgeo.ro/noutati/noutati-noutati/23191-revolutia-genului-pe-ng-channel,Stiinta & Tehnologie,Neutral
60,http://www.historia.ro/exclusiv_web/actualitate/articol/fiul-unui-general-nazist-restituit-poloniei-trei-lucrari-arta,Istorie,Neutral
61,http://www.biziday.ro/2017/02/27/ce-a-descoperit-dna-investigand-oug-13-si-de-ce-a-mutat-ancheta-la-pg/,Politic,Neutral
62,https://www.luju.ro/magistrati/parchete/lazarica-nu-ti-fie-frica-fostul-sef-al-anaf-gelu-diconu-devoaleaza-abuzurile-dna-intr-o-scrisoare-catre-procurorul-general-augustin-lazar-dosarul-in-care-sunt-implicat-contine-probe-fabricate-rastalmacite-kovesi-dumitrescu-si-tulus-sunt-cu-totii-responsab,Politic,Neutral
63,https://playtech.ro/2017/pisicile-pot-cauza-schizofrenia/,Stiinta & Tehnologie,Neutral
64,http://www.riseproject.ro/video-spalatoria-romano-daneza/?utm_source=rss&utm_medium=rss&utm_campaign=video-spalatoria-romano-daneza,Social,Negative
65,http://www.historia.ro/exclusiv_web/general/articol/descoperire-istorica-sapte-planete-marimea-terrei-care-trei-pot,Stiinta & Tehnologie,Neutral
66,https://republica.ro/dna-reface-filmul-znoaptea-ca-hotii-ministrul-gavrilescu-a-incercat-sa-opreasca-ordonanta-13,Politic,Neutral
67,http://www.sfatulmedicului.ro/Boli-ale-inimii-si-vaselor/tu-stii-sa-ti-masori-corect-tensiuneai_15912,Medical,Neutral
68,http://www.turistderomania.ro/biserici-si-manastiri/manastirea-dragomirna/,Turism & Calatorii,Neutral
69,http://www.gsp.ro/fotbal/liga-1/cum-arata-programul-din-play-off-steaua-si-viitorul-se-dueleaza-in-etapa-a-4-a-derby-de-romania-s-ar-putea-juca-in-debut-503178.html,Sport,Neutral
70,http://legestart.ro/parlamentarii-propun-schimbarea-constitutiei-privinta-organizarii-referendumului/,Legal,Neutral
71,http://legestart.ro/ultimele-inscrieri-la-cel-mai-nou-curs-de-controlling/,Economic,Neutral
72,http://www.historia.ro/exclusiv_web/general/articol/generalul-mcmaster-o-vedeta-armatei-americane-casa-alba-care-este,Istorie,Neutral
73,https://www.tabu.ro/incearca-retete-traditionale-si-populare-italienesti-ce-pot-fi-preparate-si-acasa/,Gastronomie,Positive
74,http://www.profit.ro/stiri/economie/increderea-in-economia-zonei-euro-a-crescut-in-februarie-datorita-optimismului-din-industrie-si-servicii-16787582,Economic,Positive
75,http://www.iqads.ro/articol/37937/o-gafa-monumentala-de-oscar-si-glumele-teoriile-conspiratiei-de-dupa,Divertisment,Negative
76,http://www.profit.ro/povesti-cu-profit/financiar/banci/exclusiv-raiffeisen-se-judeca-cu-statul-de-peste-2-ani-dupa-ce-i-au-fost-sterse-ipotecile-pe-imobilele-confiscate-lui-voiculescu-in-dosarul-ica-16650054,Business,Negative
77,http://gadget24.ro/easeus-data-recovery-recupereaza-date-gratuit.html,IT&C,Neutral
78,http://www.turistderomania.ro/parcuri-si-rezervatii-naturale/rezervatia-naturala-de-zimbri-dragos-voda-vanatori-neamt/,Turism & Calatorii,Neutral
79,http://www.riseproject.ro/gabriela-firea-si-primul-sot-profit-de-23-700-de-usd-pe-spatele-unei-nonagenare/?utm_source=rss&utm_medium=rss&utm_campaign=gabriela-firea-si-primul-sot-profit-de-23-700-de-usd-pe-spatele-unei-nonagenare,Business,Negative
80,https://playtech.ro/2017/toate-filmele-de-la-oscar-2017-pe-torrent/,IT&C,Neutral
81,http://adevarul.ro/news/societate/despre-dinti-1_58b34f8f5ab6550cb8d84c8b/index.html,Politic,Negative
82,http://legestart.ro/obligatiile-stabilite-de-lege-cazul-unui-accident-auto/,Legal,Neutral
83,https://www.luju.ro/dezvaluiri/cazuri-celebre/soarta-binomului-se-joaca-la-iccj-instanta-suprema-poate-aplica-lovitura-de-gratie-sistemului-ocult-care-a-condus-romania-inalta-curte-finalizeaza-in-cateva-zile-cel-mai-cunoscut-dosar-pe-abuz-in-serviciu-gala-bute-achitarea-elenei-udrea-va-consfinti-sfar,Legal,Negative
84,http://www.iqads.ro/articol/37967/comunitatea-vaduvelor-de-pretutindeni-ii-multumeste-marcicai-pentru-poezii,Divertisment,Neutral
85,http://adevarul.ro/news/eveniment/cazierul-conflictelor-constitutionale-ajunse-ccr-1_58b706af5ab6550cb8f0191b/index.html,Politic,Neutral
86,https://www.divahair.ro/frumusete/parfumul-osmanthus-secretul-care-ma-face-sa-miros-bine-toata-ziua?utm_source=tpu.ro&utm_medium=site&utm_campaign=from-tpu,Moda & Frumusete,Positive
87,http://legestart.ro/contributia-pentru-concedii-si-indemnizatii-de-asigurari-sociale-de-sanatate-ii/,Legal,Neutral
88,http://www.news.ro/entertainment/cinci-femei-de-la-nasa-au-devenit-vedete-ale-jocului-lego-1922405101002017031716819256,Divertisment,Neutral
89,http://www.gsp.ro/fotbal/cupa-ligii/reghecampf-amenintator-dupa-ce-dinamo-l-a-surclasat-din-nou-ne-vedem-in-10-zile-isi-acuza-jucatorii-503456.html,Sport,Negative
90,https://www.tabu.ro/cele-mai-captivante-circuite-de-calatorie-pentru-primavara-2017/,Turism & Calatorii,Positive
91,http://www.forbes.ro/reciclarea-imbunatateste-profilul-verde-al-companiei-pandora-78746?utm_source=rss&utm_medium=rss&utm_campaign=reciclarea-imbunatateste-profilul-verde-al-companiei-pandora,Business,Positive
92,https://akcees.com/silence-cafe-cafeneaua-studenteasca-ase-istilor-si-voluntarilor/,Divertisment,Neutral
93,http://www.profit.ro/stiri/politic/amendament-pnl-la-constitutie-casatoria-este-intre-un-barbat-si-o-femeie-dar-familia-nu-se-intemeiaza-exclusiv-pe-casatorie-16818880,Social,Neutral
94,http://www.news.ro/entertainment/oscar-2017-charlize-theron-reimbracata-intr-o-maniera-grosolana-de-cenzura-iraniana-video-1922402901002017031716819001,Divertisment,Negative
95,http://www.forbes.ro/factoringul-a-crescut-cu-10-in-2016-la-peste-4-miliarde-de-euro-datorita-imm-urilor-78708?utm_source=rss&utm_medium=rss&utm_campaign=factoringul-a-crescut-cu-10-in-2016-la-peste-4-miliarde-de-euro-datorita-imm-urilor,Business,Neutral
96,http://legestart.ro/calendar-fiscal-lista-obligatiilor-fiscale-pe-luna-martie-2017/,Legal,Neutral
97,http://www.iqads.ro/articol/37975/cand-iti-ploua-la-nunta,Divertisment,Neutral
98,https://www.tabu.ro/cadouri-pentru-ele-de-1-si-8-martie/,Divertisment,Neutral
99,http://www.ziare.com/udrea/dna/udrea-afla-in-doua-saptamani-sentinta-in-gala-bute-procurorii-au-cerut-pedeapsa-maxima-1455802,Politic,Negative
100,https://playtech.ro/2017/un-nou-mediu-de-stocare-iti-poate-pastra-datele-pentru-eternitate/,IT&C,Neutral
101,http://www.news.ro/externe/compania-spacex-va-lansa-anul-viitor-o-misiune-privata-de-orbitare-a-lunii-1922403528002017020716801456,Stiinta & Tehnologie,Neutral
102,https://www.divahair.ro/frumusete/metoda-turceasca-prin-care-scapi-de-riduri?utm_source=tpu.ro&utm_medium=site&utm_campaign=from-tpu,Moda & Frumusete,Neutral
103,http://www.libertatea.ro/sport/gabriel-tamas-este-debusolat-nu-poti-sa-joci-asemenea-hal-poate-sa-vina-si-guardiola-nu-antrenorul-intra-pe-teren-1760658,Sport,Negative
104,http://www.iqads.ro/articol/37972/save-or-cancel-continua-in-2017-si-2018-campania-hub-cultural-cinema-teatru-de,Divertisment,Neutral
105,http://www.riseproject.ro/chiriile-secrete-din-portul-constanta/?utm_source=rss&utm_medium=rss&utm_campaign=chiriile-secrete-din-portul-constanta,Politic,Neutral
106,http://www.historia.ro/exclusiv_web/actualitate/articol/1-martie-ziua-nationala-comemorare-soldatilor-blestemati,Istorie,Neutral
107,http://harfa.ro/studentii-bucuresteni-nu-mai-pot-invata-carte-din-cauza-concertelor-organizate-de-gabi-firea-ovidiu-komornik-si-daniel-iordachioae-au-acoperit-glasul-profesorilor/,Divertisment,Negative
108,https://www.luju.ro/culise/vorbe-de-fumoar/vorbe-de-fumoar-1-03-2017-lazarica-las-o-mai-moale-ca-macane,Politic,Negative
109,https://www.tabu.ro/invata-sa-ti-amenajezi-acasa-un-spatiu-pentru-sport/,Sanatate,Neutral
110,http://adevarul.ro/locale/sibiu/experiment-adevarul-repede-inainteaza-valul-pamant-ameninta-autostrada-orastie-sibiu-foto-video-1_58b6d34e5ab6550cb8eeb4e4/index.html,Social,Negative
111,http://www.libertatea.ro/sport/spania-etapa-25-tosca-e-titular-la-betis-deplasarea-de-la-malaga-barcelona-si-real-joaca-maine-1759404,Sport,Neutral
112,http://harfa.ro/se-impute-treaba-un-barbat-din-slobozia-a-fost-amendat-cu-o-mie-de-lei-pentru-ca-s-a-basit-pe-strada/,Social,Negative
113,https://republica.ro/romania-sincera,Economic,Negative
114,http://www.digi24.ro/stiri/economie/finante-economie/lia-olguta-vasilescu-presedintele-a-compromis-investitiile-locale-679594,Politic,Negative
115,http://www.iqads.ro/articol/37952/go-brand-go-planet-adriana-liute-storience-multe-branduri-din-romania-au,Business,Positive
116,https://www.natgeo.ro/romania/romania-romania/23225-voteaza-doua-proiecte-romanesti-finaliste-intr-o-importanta-competitie-europeana,Social,Positive
117,http://www.profit.ro/stiri/proiect-pnl-functionarii-publici-trimisi-in-judecata-pentru-coruptie-sa-nu-mai-fie-suspendati-din-functie-dragnea-nu-este-o-idee-rea-16818903,Politic,Neutral
118,https://www.cosmopolitan.ro/sanatate/cele-mai-cool-evenimente-din-bucuresti-week-end-ul-3-5-martie,Divertisment,Positive
119,https://www.tabu.ro/5-look-uri-de-la-oscar-pe-care-le-vei-iubi/,Moda & Frumusete,Positive
120,http://www.profit.ro/must-read/exclusiv-pe-profit-insider-implozia-de-la-romcab-aduce-un-dezastru-pe-piata-distribuitorilor-de-cabluri-a-facut-tandari-industria-asta-spune-un-manager-16821654,Business,Negative
121,http://www.libertatea.ro/ultima-ora/cel-putin-11-morti-urma-unei-explozii-la-o-mina-de-carbune-din-ucraina-1761235,Social,Negative
122,https://www.luju.ro/magistrati/dna/protocolul-dna-curtea-de-conturi-cititi-uluitorul-protocol-incheiat-intre-nicolae-vacaroiu-si-laura-kovesi-cum-va-mai-controla-curtea-de-conturi-cu-impartialitate-cheluielile-dna-in-conditiile-unor-intelegeri-suspecte-pentru-a-nu-se-mai-perturba-activitat,Legal,Negative
123,http://www.biciclistul.ro/2017/03/01/incepe-world-triathlon-series-primul-concurs-e-abu-dhabi/,Sport,Neutral
124,http://www.iqads.ro/articol/37991/competitia-lan-party-national-edition-a-ajuns-la-a-13-a-editie,IT&C,Neutral
125,http://www.historia.ro/exclusiv_web/general/articol/comoara-scufundata-ermitajului-urma-245-ani-revendicata-patru-tari,Istorie,Neutral
126,http://www.digi24.ro/stiri/actualitate/social/fratia-barbosilor-cauta-membri-noi-680070,Social,Neutral
127,https://www.divahair.ro/frumusete/de-ce-sa-nu-spargi-niciodata-un-cos?utm_source=tpu.ro&utm_medium=site&utm_campaign=from-tpu,Moda & Frumusete,Neutral
128,http://www.gsp.ro/fotbal/liga-1/galerie-foto-video-dezastru-pentru-un-fost-fotbalist-al-stelei-si-al-lui-dinamo-afacerea-i-s-a-facut-scrum-azi-noapte-503522.html,Social,Negative
129,http://www.campusnews.ro/stiri-stiri-15927186-teorie-practica-prin-intreprinderea-simulata-proiect-succes-bilant.htm,Educatie,Positive
130,http://www.biziday.ro/2017/03/02/contribuie-la-barometrul-afacerilor-de-familie-din-romania-p/,Business,Neutral
131,http://www.profit.ro/stiri/politic/proces-fisc-daniel-constantin-voiculescu-anaf-vrea-ca-banii-datorati-de-vicepremier-lui-voiculescu-sa-fie-varsati-la-buget-16821651,Politic,Neutral
132,http://www.crestinortodox.ro/stiri/crestinortodox/canonul-mare-catedrala-mitropolitana-sibiu-154341.html,Religie,Neutral
133,http://www.news.ro/entertainment/o-meduza-care-seamana-cu-un-ozn-filmata-de-cercetatorii-de-la-noaa-video-1922402401002017031816819493,Natura & Ecologie,Neutral
134,http://www.digi24.ro/stiri/sci-tech/natura-si-mediu/digi-world-india-necunoscuta-680105,Turism & Calatorii,Neutral
135,http://pemotoare.ro/aventura-pemotoare-in-kazahstan-550-khanate-ride-partea-1/,Turism & Calatorii,Positive
136,https://www.natgeo.ro/uncategorized/23257-incep-inscrierile-pentru-salonul-national-de-fotografie-fotogeografica,Arta & Traditii,Neutral
137,http://www.libertatea.ro/stiri/creste-valoarea-tichetului-pentru-programul-rabla-1761230,Automobile,Neutral
138,http://legestart.ro/proiect-orele-suplimentare-la-firmele-private-scutite-de-impozite-si-contributii/,Legal,Neutral
139,http://pemotoare.ro/mai-usor-fratilor/,Automobile,Negative
140,http://www.iqads.ro/articol/37992/vrei-un-job-in-copywriting-campania-juniorcopywriter-iti-plateste-cursurile,Educatie,Neutral
141,https://www.cosmopolitan.ro/horoscop/horoscopul-zilei-de-2-martie-2,Divertisment,Negative
142,http://adevarul.ro/locale/alexandria/istoria-tobosarului-livache-numea-formatia-dragnea-facultate-colegii-trupa-liderul-psd-s-a-referit-necunoscuti-1_58b7e4305ab6550cb8f519eb/index.html,Politic,Negative
143,https://playtech.ro/2017/cum-schimba-smartphone-urile-vietile-romanilor-si-cati-tineri-folosesc-telefoane-smart/,IT&C,Neutral
144,http://www.gsp.ro/fotbal/liga-1/stiti-ce-e-tragic-cand-becali-si-armata-vor-face-pace-nu-va-mai-conta-e-ca-un-vas-de-sticla-odata-ce-s-a-spart-nu-l-mai-poti-lipi-503523.html,Sport,Negative
145,http://www.crestinortodox.ro/paste/postul-pastelui/de-postim-154342.html,Religie,Neutral
146,http://feedproxy.google.com/~r/retete-culinare-online/~3/460bFrKt5iM/tarta-cu-coacaze-negre,Gastronomie,Neutral
147,https://www.divahair.ro/frumusete/ingrijire_corporala/lerbolario-lanseaza-o-noua-gama-menita-sa-creeze-amintiri-parfumate-de-neuitat?utm_source=tpu.ro&utm_medium=site&utm_campaign=from-tpu,Moda & Frumusete,Positive
148,https://playtech.ro/2017/comentariile-rautacioase-pot-fi-stopate-prin-aceasta-metoda-ingenioasa/,IT&C,Positive
149,https://republica.ro/despre-multinationale-dincolo-de-isterie-si-propaganda-cum-le-facem-sa-si-doreasca-sa-lase-mai-multi-bani,Business,Neutral
150,https://www.luju.ro/institutii/csm/suspendati-i-pe-lazar-si-codruta-lumeajustitiei-ro-a-depus-plangere-la-inspectia-judiciara-impotriva-lui-augustin-lazar-si-laura-kovesi-pentru-prestatiile-lor-publice-privind-oug-13-2017-avem-convingerea-ca-si-unii-judecatori-csm-ca-se-impune-cercetarea-l,Legal,Negative
151,http://legestart.ro/studiu-de-caz-cum-procedam-cazul-angajatorului-care-nu-incheiat-contract-de-munca-forma-scrisa/,Legal,Neutral
152,http://www.ziare.com/augustin-lazar/procuror-general/inspectia-judiciara-verifica-o-sesizare-depusa-de-lumea-justitiei-fata-de-procurorul-general-1455893,Legal,Neutral
153,http://www.sfatulmedicului.ro/Caria-dentara/metode-de-protectie-a-dintilor-atat-pentru-cei-mari-cat-si-pentru-cei-mi_15930,Medical,Neutral
154,https://republica.ro/vlad-voiculescu-despre-ztrantirea-oug-privind-managementul-spitalelor-mi-e-rusine-de-senatul-tarii-mele,Politic,Negative
155,http://www.biciclistul.ro/2017/02/28/dragi-sportivi-lasati-o-mai-moale-cu-hashtagurile-pe-facebook/,Sport,Negative
156,https://akcees.com/angajat-sau-freelancer-la-cariera-ctrl-tinerii-din-comunitatea-creativ-digitala-au-aflat-ce-li-se-potriveste/,Business,Neutral
157,http://feedproxy.google.com/~r/retete-culinare-online/~3/zvypeQ3pXfQ/mancare-de-linte-verde,Gastronomie,Positive
158,https://www.cosmopolitan.ro/cosmo-fun/beauty-and-the-beast-premiera,Divertisment,Neutral
159,https://republica.ro/brebu-las-vegas-dna-ccr-si-retur,Politic,Negative
160,https://playtech.ro/2017/blue-origin-planuieste-sa-infiinteze-un-serviciu-de-livrare-pe-luna/,Stiinta & Tehnologie,Neutral
161,http://www.profit.ro/must-read/fiscul-a-avut-incasari-mai-mici-in-ianuarie-si-februarie-pe-fondul-unui-tva-redus-grindeanu-cere-masuri-pentru-conformare-voluntara-16823471,Economic,Negative
162,http://www.libertatea.ro/stiri/grindeanu-despre-proiectul-de-lege-privind-tva-zero-la-locuinte-sustinerea-guvernului-va-fi-adoptat-anul-acesta-1762462,Economic,Neutral
163,http://www.gsp.ro/fotbal/liga-1/vedetele-viitorului-au-intrat-in-atentia-cluburilor-din-europa-trei-fotbalisti-vor-fi-urmariti-la-urmatoarele-meciuri-nu-mai-e-niciun-secret-503613.html,Sport,Neutral
164,http://www.crestinortodox.ro/paste/sfintele-pasti/despre-liturghia-darurilor-inainte-sfintite-154351.html,Religie,Neutral
165,https://www.tabu.ro/unde-planuiesti-sa-mergi-primavara-aceasta-site-uri-utile-pentru-planificarea-vacantei-de-paste/,Turism & Calatorii,Neutral
166,http://www.ziare.com/invazie-imigranti/austria/8-imigranti-au-fost-condamnati-pentru-ca-au-violat-o-turista-germana-la-viena-1456049,Social,Negative
167,http://www.ziare.com/stiri/proteste/protestele-rezist-continua-in-mars-de-ore-intregi-prin-bucuresti-1456278,Social,Negative
168,http://www.biciclistul.ro/2017/03/02/ce-obiective-au-pentru-2017-principalii-triatlonisti-din-romania/,Sport,Neutral
169,https://www.divahair.ro/frumusete/coafuri_si_tunsori/testul-de-5-minute-care-te-ajuta-sa-iti-alegi-vopseaua-de-par?utm_source=tpu.ro&utm_medium=site&utm_campaign=from-tpu,Moda & Frumusete,Positive
170,http://www.forbes.ro/p-primavara-ofertelor-la-tiriac-auto-descopera-cele-mai-dorite-masini-ale-momentului-78834?utm_source=rss&utm_medium=rss&utm_campaign=p-primavara-ofertelor-la-tiriac-auto-descopera-cele-mai-dorite-masini-ale-momentului,Automobile,Neutral
171,http://adevarul.ro/news/politica/presedintele-amana-arma-referendumului-dejuca-planurile-majoritatii-parlament-1_58bc3f7b5ab6550cb80ce17d/index.html,Politic,Neutral
172,http://www.historia.ro/blogs/plaiasu-ciprian/cum-gestionam-locurile-simbol-ale-personajelor-controversate-vila-nyiro,Istorie,Neutral
173,http://pemotoare.ro/cu-motocicleta-in-kazahstan-de-la-un-rasarit-superb-la-un-drum-de-cosmar/,Turism & Calatorii,Neutral
174,http://www.ziare.com/stiri/proteste/ap-romanii-marsaluiesc-impotriva-coruptiei-guvernului-si-promit-o-noua-era-in-politica-francezii-ii-dau-exemplu-1456309,Social,Neutral
175,http://www.historia.ro/exclusiv_web/general/articol/cum-fost-insula-serpilor-inapoiata-urss-cel-al-doilea-razboi-mondial,Istorie,Neutral
176,http://www.libertatea.ro/monden/vedete-de-la-noi/uite-cine-o-incaseaza-mihaela-radulescu-si-andreea-marin-cea-mai-riscanta-dar-si-cea-mai-profitabila-combinatie-pe-tv-1764160,Monden,Neutral
177,http://adevarul.ro/economie/bani/olguta-dubleazasalariile-bugetarilor-restul-lumii-descurce-1_58bc345f5ab6550cb80ca371/index.html,Economic,Neutral
178,https://akcees.com/vino-la-zilele-biz-si-intalneste-oamenii-care-fac-performanta/,Business,Neutral
179,http://www.gsp.ro/fotbal/liga-1/declaratii-ciudate-ale-unui-fotbalist-dupa-finala-din-play-off-dumnezeu-e-sus-si-vede-daca-a-fost-ceva-sa-infunde-puscaria-503868.html,Sport,Negative
180,http://www.news.ro/externe/activisti-care-se-opun-energiei-fosile-fac-sa-curga-un-rau-de-petrol-la-luvru-1922400105002017031616825681,Social,Neutral
